file_name,category,ground_truth,ocr_tesseract,normalized_ocr_tesseract
0200.jpg,skewed,NEIN ZUR AFD! DER AFD KEINE PLATTE LASSEN! 22.02.2025 AB 13:00 UHR GEGEN DIE AFD ABSCHLUSSKUNDGEBUNG UND IHRE POLITIK! PREROWER PLATZ NEU – HOHENSCHÖNHAUSEN,"NEIN ZUR AFDI

DER AFD KEINE PLATTE LASSEN!

2.02.2025

/ AB 13:00 UHR

GEGEN DIE AFD

ABSCHLUSSKUNDGEBUNG

UND IHRE POLITIK !

r

|

ST

AN

(°)

<

x

'REROWER PLATZ

13

NEU - HOHENSCHÖNHAUSEN

1

®

%

/SCHI

ön

S",NEIN ZUR AFDI DER AFD KEINE PLATTE LASSEN! 2.02.2025 / AB 13:00 UHR GEGEN DIE AFD ABSCHLUSSKUNDGEBUNG UND IHRE POLITIK ! r | ST AN (°) < x 'REROWER PLATZ 13 NEU - HOHENSCHÖNHAUSEN 1 ® % /SCHI ön S
0201.jpg,fancy,Brandmauer durch Merz und Co. gefallen Gegen die Normalisierung von Transfeindlichkeit und Faschismus! So 09.02. Willy-Brandt-Haus 15.00 Uhr Protestzug zur CDU Bundesgeschäftsstelle Unsere Protestwelle: 27.01 - 9.02 - 20.02 - 22.02,"85

Braßn

maU

co.£ efallen

Aur cch Me

erz und

AIS 5 h\sm\_ls\

GE

öﬂd

tichK

AL

Ü/J

se09.+ 2. “\7

%£> Jf

Willy-Brandt-Haus \

Dn

VE

15.0 © Uhr*

Protestzus zur

_

CDU Bundesgeschäftsstelle

K

Unsere Protestwelle: 27.01 - 9.02 - 20.02 - 22.02",85 Braßn maU co.£ efallen Aur cch Me erz und AIS 5 h\sm\_ls\ GE öﬂd tichK AL Ü/J se09.+ 2. “\7 %£> Jf Willy-Brandt-Haus \ Dn VE 15.0 © Uhr* Protestzus zur _ CDU Bundesgeschäftsstelle K Unsere Protestwelle: 27.01 - 9.02 - 20.02 - 22.02
0202.jpg,skewed,"Gegen Faschismus, Queer- und Frauen- Feindlichkeit! 14.12. ca. 12.30 Uhr Friedrichshain Markgrafendamm 24c & 25 Neuwahlen? Jetzt erst recht: für ein buntes statt braunes Berlin! Klima statt Hetze Nazi Aufmarsch verhindern Neuwahlen? Jetzt Erstrecht: wider­setzen! WERDE nun aktiv Gegenprotest – dem Naziaufmarsch widersetzen – nun aktiv werden! ORDNER*INNEN & AWARENESS GESUCHT","anneennnnUnEENUDUENEERUUUSERNLUUUNBNUAUUUNBUUSUNUNDUUDUUUUSUUNUNUUSUNNUAUUDNNRUUUUUNUAUEUNDNUSSUUDRLUSUNUURUSSUUUN

bl

L

-

m

21

An

X

e

As

12

A

ın

Bel'\\\“

ca. 12.30 U

r

ü

ar ©

aunes

Frie:

S !i‘l

ar br

Mal'kgr

h$ha

ın

2 &25

AUSSEEESS

M

Ir

IT —N

I

7

M

w

La ]

<n“.g‘@

""

Is

5

]

o

SCHI

[3 ]

Neuwahle

Ers

Jetzt

e

x Aufmarsch

AKTION

trecht

>

9°‘}0 verhindern

«

6

\A

ar

|8

(

ZAN

\A

wenbe

aunnn

LA

ea

NC

&

&.

o

ETZWERK

GERADE

v

n

ERFEM * d

DENKEN — AUFSTEHEN- GEGEN-RASSISMUS. DE

M

Gegenprotest - dem Naziaufmarsch widersetzen - nun aktiv werden!

RECLAIM

i CLUB !

'A00 O

CULTURE)

A0","anneennnnUnEENUDUENEERUUUSERNLUUUNBNUAUUUNBUUSUNUNDUUDUUUUSUUNUNUUSUNNUAUUDNNRUUUUUNUAUEUNDNUSSUUDRLUSUNUURUSSUUUN bl L - m 21 An X e As 12 A ın Bel'\\\“ ca. 12.30 U r ü ar © aunes Frie: S !i‘l ar br Mal'kgr h$ha ın 2 &25 AUSSEEESS M Ir IT —N I 7 M w La ] <n“.g‘@ "" Is 5 ] o SCHI [3 ] Neuwahle Ers Jetzt e x Aufmarsch AKTION trecht > 9°‘}0 verhindern « 6 \A ar |8 ( ZAN \A wenbe aunnn LA ea NC & &. o ETZWERK GERADE v n ERFEM * d DENKEN — AUFSTEHEN- GEGEN-RASSISMUS. DE M Gegenprotest - dem Naziaufmarsch widersetzen - nun aktiv werden! RECLAIM i CLUB ! 'A00 O CULTURE) A0"
0203.jpg,fancy,"SUBKULTUR GEGEN AMAZON Dogshit Skatepark Nähe S+U Bfh Warschauerstr. 29.11, ab 17:30h % FOR SALE % TOWER TO THE PEOPLE 161 FUCK OFF ACAB 1312","mw

. SUAKULTO

ÜK

W

LAMAZUN

Dogshit Sk

Vahe TU BT WAarsCHAUENSTE

AAAn

4J

/«

A

N:

\b

S

\

*.

v

”“

h

k—r

S

S

\

74 s

%s

N

M

«\\{\ ""f""‘b /

8} -

S D

A3AB- €>7","mw . SUAKULTO ÜK W LAMAZUN Dogshit Sk Vahe TU BT WAarsCHAUENSTE AAAn 4J /« A N: \b S \ *. v ”“ h k—r S S \ 74 s %s N M «\\{\ ""f""‘b / 8} - S D A3AB- €>7"
0204.jpg,skewed,14.00 Uhr 16.11. Friedrichshain Forckenbeckplatz Berlin es reicht: transfeindlichkeit tötet Neuwahlen erstrecht: kämpfen statt sterben! klima statt Hetze OPEN MIC optional ANONYM Neuwahlen: Faschismus tötet - nun widersetzen! ORDNER*INNEN UND AWARENESS GESUCHT Forckenbeckplatz (Start) über Rigaer sowie Frankfurter Tor (Zwischenkundgebung) zum Mariannenplatz (Abschlusskundgebung),"Friedrichsharin

14.00 Uhr

16.11

Berlın

W

e

!

Vn 2

SITR!

\

—==

‘*;

S]

%

“

MO

i\

°""""”Ile

erstrech“

a

€s reicht.

4l‚

transfemdhchk eit

Mpfen

tötet

Statt

lı

Sterben

W

gä

u

2

I

|

7

*

€

©

(<_Q;

é$k

— K

z

%s?

1

IC

&/

Neuwahlen:

\

/

tötet - nun

Faschismus

augr aı E

/'OPEN MIC optmna NONYM

—Z A

W|dersetzen'

C

r/j @ ‚BUND

jugen

elubliebe

end

‚O®

REBELLION

SCIENTIST

S","Friedrichsharin 14.00 Uhr 16.11 Berlın W e ! Vn 2 SITR! \ —== ‘*; S] % “ MO i\ °""""”Ile erstrech“ a €s reicht. 4l‚ transfemdhchk eit Mpfen tötet Statt lı Sterben W gä u 2 I | 7 * € © (<_Q; é$k — K z %s? 1 IC &/ Neuwahlen: \ / tötet - nun Faschismus augr aı E /'OPEN MIC optmna NONYM —Z A W|dersetzen' C r/j @ ‚BUND jugen elubliebe end ‚O® REBELLION SCIENTIST S"
0205.jpg,simple,ZEIT ZU HANDELN Die AfD-Party zur Landtagswahl versauen! Solidarisch gegen den Rechtsruck antifaschistisch · queerfeministisch · klassenkämpferisch · klimagerecht Kundgebung 14:20 Uhr | Potsdam Hbf. Demo gegen die AfD-Wahlparty 16 Uhr | Bhf. Potsdam-Marquardt Anreise aus Potsdam: 15:36 Uhr | Hbf. (Gleis 1 | RB 21) Anreise aus Berlin: 13:21 Uhr | Ostkreuz (Gleis 5 S7) 22.09.2024 | Potsdam,"ZEIT ZU HANDELN

Die AfD-Party zur Landtagswahl versauen!

K

— —

’H

(L el

E

ä

B

<OR F

F'

o

EF

[

V

Z

Solndarnsch gegen den Rechtsr

antifaschistisch - queerfeministisch - klassenkämpferisch » klimagerecht

k k a

el in

22.09.2024 | Potsdam",ZEIT ZU HANDELN Die AfD-Party zur Landtagswahl versauen! K — — ’H (L el E ä B <OR F F' o EF [ V Z Solndarnsch gegen den Rechtsr antifaschistisch - queerfeministisch - klassenkämpferisch » klimagerecht k k a el in 22.09.2024 | Potsdam
0206.jpg,skewed,"ZEIT ZU HANDELN - GEGEN DIE AFD-WAHLPARTY IN BERLIN! AfD Wahlparty-Ort ist nun bekannt, Gegenprotest nun alle teilen! 17 UHR | Berlin Alt-Blankenburg 12 Nähe S-Bhf. Blankenburg zeitzuhandeln.org","n

1 ‘Uv

arty-Ort

KEINEH

Wahlp

bekannt,

N

\QN(E ;5\S""_ n

Gege

n rotes

teilen

17 UR [Be

rlin

Alt-Blankenburg 12

s

Nähe S-Bhf. Blankenburg

AKTION

> zeitzuhandeln.org

A O EK m. E","n 1 ‘Uv arty-Ort KEINEH Wahlp bekannt, N \QN(E ;5\S""_ n Gege n rotes teilen 17 UR [Be rlin Alt-Blankenburg 12 s Nähe S-Bhf. Blankenburg AKTION > zeitzuhandeln.org A O EK m. E"
0207.jpg,skewed,Frankfurt bleibt bunt! Schöner ohne AfD! 16. August - ab 15:30 Uhr Nähe Marktplatz Gegenkundgebung mit Kultur,"@mukßwﬂ* bleibibunf!

S

ne AtD\

16. Aug

15:30

Ührr)

A

Näl

Kkiplatz

L

\_é/

A C°

J\'

”

—

L

ma Kuliur Z",@mukßwﬂ* bleibibunf! S ne AtD\ 16. Aug 15:30 Ührr) A Näl Kkiplatz L \_é/ A C° J\' ” — L ma Kuliur Z
0208.jpg,simple,"ELSÄSSER, HALTS MAUL! Sa 13.7.24 Demo gegen das Compact Magazin Startpunkt 15:00 Uhr Falkensee Bahnhof gemeinsame Anreise: 14:05 Ostkreuz Gl. 2 mit Musik von Paul Geigerzähler V.I.S.D.P Otto Roth, Lilienstraße 161, 14612 Falkensee","Sa 13.7.24

ELSÄSSER,

” Demo gegen das

Compact Magazin

HALTS MAUL !

—

Startpunkt 15:00 Uhr

1 *

1g

\

REn

Falkensee Bahnhof

y

gemeinsame Anreise

AL

14:05 Ostkreuz Gl. 2

mıt Musik- von

—

Paul Geigerzähler

4

©

A

&S

NN

slr -

V.I.S.D.P Otto Roth, Lilienstraße 161# 14612 Falkensee","Sa 13.7.24 ELSÄSSER, ” Demo gegen das Compact Magazin HALTS MAUL ! — Startpunkt 15:00 Uhr 1 * 1g \ REn Falkensee Bahnhof y gemeinsame Anreise AL 14:05 Ostkreuz Gl. 2 mıt Musik- von — Paul Geigerzähler 4 © A &S NN slr - V.I.S.D.P Otto Roth, Lilienstraße 161# 14612 Falkensee"
0209.jpg,skewed,"INFOS: Mach Dich schlau & dann mach mit widersetzen.com AfD Parteitag verhindern 28. – 30. Juni 2024 in Essen Freitag, 19 Uhr: Rave-Demo & großes Aktionsplenum Samstag, 6 Uhr: Demonstrationen & massenhaftes Widersetzen Mit dem Bus nach Essen! Gemeinsam widersetzen","widersetzen.com

INFOS:

Mach Dich

schlau & dann

mach mit

>

ATD Parteita

verhindern

Mit dem Bus

nach Essen!

Gemeinsam

widersetzen

28. - 30. Juni 2024 in Essen

Freitag, 19 Uhr: Rave-Demo & großes Aktionsplenum

Samstag, 6 Uhr: Demonstrationen & massenhaftes Widersetzen","widersetzen.com INFOS: Mach Dich schlau & dann mach mit > ATD Parteita verhindern Mit dem Bus nach Essen! Gemeinsam widersetzen 28. - 30. Juni 2024 in Essen Freitag, 19 Uhr: Rave-Demo & großes Aktionsplenum Samstag, 6 Uhr: Demonstrationen & massenhaftes Widersetzen"
0210.jpg,fancy,SUBCULTURE AGAINST PATRIARCHY! DEMO  08.03.2024 14:00–20:00 START: STRALAUER PLATZ (OSTBAHNHOF) + AFTERPARTY,"V

CZ . 07 AA E

U

;m= >

n E

x &E

/ N

xx“

NS

„ PALRIARGE

IJEMO 08. 03 202@

START STRA[AUE

(USTBIHNHUF]

—— AFTERPART.

“",V CZ . 07 AA E U ;m= > n E x &E / N xx“ NS „ PALRIARGE IJEMO 08. 03 202@ START STRA[AUE (USTBIHNHUF] —— AFTERPART. “
0211.jpg,fancy,"Sonntag, 16 Uhr BUNDESTAG 21.01.24 16:00 BUNDESTAG ZUSAMMEN GEGEN RECHTS wir bleiben präsent","34

. X

5

L'

®

\

""o

R

e

äﬁ

Lq‘*-—

A

\m *S:0n ag„r5un

®

4‘

an pa

@ 00 IUN@HESEA@

v'4

U

' ZU

JV!

] \

W

ü

N

= *_}’Wäü","34 . X 5 L' ® \ ""o R e äﬁ Lq‘*-— A \m *S:0n ag„r5un ® 4‘ an pa @ 00 IUN@HESEA@ v'4 U ' ZU JV! ] \ W ü N = *_}’Wäü"
0212.jpg,fancy,FRAUEN- SCHLÄGER AUS DER STADT JAGEN! GEGEN DEN AUFTRITT VON TOM SCHWARZ! @FRAUENKAMPFTAG.SFO | @KEINESHOWFUERTAETER_BERLIN Demo: 25. November 2023 16:30 Uhr * Boxhagener Platz * Berlin Internationaler Tag zur Beseitigung patriarchaler Gewalt KEINE SHOWS FÜR TÄTER!,"N:

A

C

s DE

$

Au

al

/’/

T

SHOWS.

KEINE

© FRAUENKAMPFTAG.SFO | @ KEINESHOWEUERTAETERMBERLIN| _ *

Demo: 25. November 2023

16:30 Uhr * Boxhagener Platz * Berlin

Internationaler Tag zur Beseitigung patriarchaler Gewalt",N: A C s DE $ Au al /’/ T SHOWS. KEINE © FRAUENKAMPFTAG.SFO | @ KEINESHOWEUERTAETERMBERLIN| _ * Demo: 25. November 2023 16:30 Uhr * Boxhagener Platz * Berlin Internationaler Tag zur Beseitigung patriarchaler Gewalt
0213.jpg,simple,"KEINE PROFITE MIT VERSCHWÖRUNGS- IDEOLOGIEN Ganser raus aus der Stadthalle! DEMONSTRATION 22.10.23 FALKENSEE 17:30 UHR | BAHNHOF FKS V.i.S.d.P.: Otto Roth, Lilienstraße 161, 14612 Falkensee @afa.fks","KEINE PROFITE MIT

VERSCHWORUNGS-

IDEOLOGIEN

Ganser raus aus

der Stadthalle!

DEMONSTRATION

22.10.23

FALKENSEE

17 30 UHR | BAHNHOF FKS

(©) @afa.fks",KEINE PROFITE MIT VERSCHWORUNGS- IDEOLOGIEN Ganser raus aus der Stadthalle! DEMONSTRATION 22.10.23 FALKENSEE 17 30 UHR | BAHNHOF FKS (©) @afa.fks
0214.jpg,fancy,KEIN RAMMSTEIN VOR GERICHT STATT AUF DIE BÜHNE! STOMP THE PATRIARCHY 15.07.23 IN BERLIN SA. 15. JULI – 14:30 UHR THEODOR-HEUSS-PLATZ CA. 16:00 UHR – OLYMPIASTADION + MUSIK,"j

\ al

e&

D

ES

.}

S

+<

M

SV

>8

I_I

ÖS

M

©

A

7

/i.‚

©

SA. 15. JULI - 14:30 UHR THEODOR-HEUSS-PLATZ

CA. 16:00 UHR - OLYMPIASTADION + MUSIK",j \ al e& D ES .} S +< M SV >8 I_I ÖS M © A 7 /i.‚ © SA. 15. JULI - 14:30 UHR THEODOR-HEUSS-PLATZ CA. 16:00 UHR - OLYMPIASTADION + MUSIK
0215.jpg,skewed,HUMMUS & BASS STATT HETZE & HASS ANTIFA PICKNICK GEGEN QUERDENKEN PARTY IM MAUERPARK SAMSTAG 3.6. ab 16.30 UHR,"HUMMUS &

Ta

. BASS

2

STATT

59

Ea

tr""!

2

K

HETZE

SN

A

757

& HASS

—R

PICKNICK

al

GEGEN

RIGHT TO RESIST

QUERDENKEN

PARTY

IM MAUERPARK","HUMMUS & Ta . BASS 2 STATT 59 Ea tr""! 2 K HETZE SN A 757 & HASS —R PICKNICK al GEGEN RIGHT TO RESIST QUERDENKEN PARTY IM MAUERPARK"
0216.jpg,skewed,KRITISCHE PERSPEKTIVE AUF DEN OSTERMARSCH ’23 SAMSTAG 08.04. AB 13 UHR ➤ MÜLLERSTRASSE 146 Warum Linkssein.. ..nicht vor Konservatismus schützt.. HUFEISENTHEORIE ?QUERFRONT? ..Die Hufeisentheorie aber trotzdem falsch ist.,"KRITISCHE PERSPEKTIVE

AUF DEN OSTERMARSCH 23

SAMSTAG 08.04. AB 13 UHR > MÜLLERSTRASSE 146

Warum

Linkssein..

„„nNicht vor

Konservatismus

schützt..

„Die Hufeisentheorie

aber trotzdem ': ""ist.

)","KRITISCHE PERSPEKTIVE AUF DEN OSTERMARSCH 23 SAMSTAG 08.04. AB 13 UHR > MÜLLERSTRASSE 146 Warum Linkssein.. „„nNicht vor Konservatismus schützt.. „Die Hufeisentheorie aber trotzdem ': ""ist. )"
0217.jpg,simple,"GEGENKUNDGEBUNG ZUR RECHTSOFFENEN QUERFRONTDEMO „AUFSTAND FÜR FRIEDEN“ SAMSTAG, 25.02. AB 14 UHR Im Tiergarten ggü. US-Botschaft, Ecke Platz des 18. März RIGHT TO RESIST LINKE UKRAINE-SOLIDARITÄT BERLIN @righttoresistUA GERADEDENKEN","GEGENKUNDGEBUNG

ZUR RECHTSOFFENEN QUERFRONTDEMO

„AUFSTAND FÜR FRIEDEN“

'??p

®

SAMSTAG, 25.02. AB 14 UHR

Ecke Platz des 18. März

Im Tiergarten ggü. US-Botschaft,

@ GERADEDENKEN","GEGENKUNDGEBUNG ZUR RECHTSOFFENEN QUERFRONTDEMO „AUFSTAND FÜR FRIEDEN“ '??p ® SAMSTAG, 25.02. AB 14 UHR Ecke Platz des 18. März Im Tiergarten ggü. US-Botschaft, @ GERADEDENKEN"
0218.jpg,simple,Geradedenken präsentiert: CAPTAIN FAIL VS. BÖHMERMANN Montag 09.01.2023 18:00 Uhr Max-Schmeling-Halle,"/}

Ü

Geradedenhen präsentiert:

»[APTAIIL@®

vs BÖHMERMANN (

—

“C{P

k

\

“

>w

Rg Z

Montag 09.01.2023

18:00 . Uhr

Max-Schmeling-Halle",/} Ü Geradedenhen präsentiert: »[APTAIIL@® vs BÖHMERMANN ( — “C{P k \ “ >w Rg Z Montag 09.01.2023 18:00 . Uhr Max-Schmeling-Halle
0219.jpg,skewed,StraßenFFFest 3.9.22 14:30 Laufdemo Leopoldplatz 16-19 Uhr Mauerpark Straßenfest ab 19 Uhr Rave in den Abend FRIDAYS FOR FUTURE Berlin Geradedenken,"SiraBenFFFesi_

S22

14:30 Laufdemo Leopoldplatz

16-19 Ulr

Mauerpark

Siraßenfest

ab 19 Uhr

<OR Fg

4{ {

©

®

Geradedenk

Rave in den A|oend",SiraBenFFFesi_ S22 14:30 Laufdemo Leopoldplatz 16-19 Ulr Mauerpark Siraßenfest ab 19 Uhr <OR Fg 4{ { © ® Geradedenk Rave in den A|oend
0220.jpg,fancy,2. Antifaschistisches PICKNICK Gegen Querdenken und Rechts IM MAUERPARK 06.08 SAMSTAG ab 14 Uhr Musik & Kundgebung,"*27 ı ı3

B

B

Gegen Querdenken

&s

O

und Rechts

(S

10'

RECH

0

1

M

06

‚08

S

D

4

ab

E

\a.=m

Nusik &

M

Kundgebung",*27 ı ı3 B B Gegen Querdenken &s O und Rechts (S 10' RECH 0 1 M 06 ‚08 S D 4 ab E \a.=m Nusik & M Kundgebung
0221.jpg,fancy,GEGEN KRIEG FASCHISMUS UND QUERFRONT Kein Platz für Verschwörungsideolog*innen und ihre rechtsoffene »Friedenskundgebung« auf dem Weißenseer Antonplatz! DEMO 25.06.22 12³⁰ UHR ANTONPLATZ WEISSENSEE www.antifa-nordost.org,"GEGEN KRIEG

TASCHISMUS

ZQUERFRONT

Kein Platz für Verschwörungsideolog*innen

und ihre rechtsoffene »Friedenskundgebung«

auf dem Weißenseer Antonplatz!

25.06.22 12° UUR

DEMO

A

PIATl WEISSENSEE

s

Wwww.antifa-

dost.org",GEGEN KRIEG TASCHISMUS ZQUERFRONT Kein Platz für Verschwörungsideolog*innen und ihre rechtsoffene »Friedenskundgebung« auf dem Weißenseer Antonplatz! 25.06.22 12° UUR DEMO A PIATl WEISSENSEE s Wwww.antifa- dost.org
0222.jpg,skewed,GEGEN SOZIALE UNGERECHTIGKEIT UND KRIEG DER KOMMT! WEDDING QUERDENKEN GEHT! #b0105wedding #SPAZIERSTOP 1. MAI 13 UHR NETTELBECKPLATZ DIE LINKE WEDDING | OMAS GEGEN RECHTS | GERADEDENKEN KEIN SCHULTERSCHLUSS MIT RECHTEN & ANTISEMIT:INNEN,"p || 1 ] |

M

w

Da a}

DER

KOMMTI

#h0105wedding

#$PAZIERSTOP

1

MAI

.„.........

\WEDDING / OMAS GEGEN RECHTS,

+—+ + +—+4+

lltl'l[lll!ßll‘&l'l

llll SEIÜIIHSÜIIIISS MIT

+ —— ——

RECHTEN & ANTISEMIT:INNEN","p || 1 ] | M w Da a} DER KOMMTI #h0105wedding #$PAZIERSTOP 1 MAI .„......... \WEDDING / OMAS GEGEN RECHTS, +—+ + +—+4+ lltl'l[lll!ßll‘&l'l llll SEIÜIIHSÜIIIISS MIT + —— —— RECHTEN & ANTISEMIT:INNEN"
0223.jpg,fancy,SAMSTAG AB 13:30 UHR Querdenken VERSENKEN AFD is a TRAP IM GÖRLI EINGANG SKALITZER Omas gegen Rechts | GeradeDenken Antiverschwurbelte Aktion,"S

AB 13:30 UHR

Vn

| ]:

f

MIGORNM",S AB 13:30 UHR Vn | ]: f MIGORNM
0224.jpg,skewed,"SPAZIER STOP Lokal Dezentral Überall + Putinfans GEGEN QUERDENKEN UND RECHTS KASTANIENALLEE/ZIONSKIRCHSTRASSE MONTAG, 28.02. 19 UHR JEDEN MONTAG DEMO No 9 NEUER STANDORT","DEN MONTAG

Ono9

OP

Sl

+ Putinfans

A IGEGEN QUERDENKEN UND RECHTS

KASTANIENALLEE/ ZIONSKIRCHSTRASSE

MONTAG, 28.02. 19 UHR","DEN MONTAG Ono9 OP Sl + Putinfans A IGEGEN QUERDENKEN UND RECHTS KASTANIENALLEE/ ZIONSKIRCHSTRASSE MONTAG, 28.02. 19 UHR"
0225.jpg,fancy,Berlin! Besser ohne die Junge Alternative. 11.12.21 14.30 Kundgebung Washingtonplatz BERLINER BÜNDNIS GEGEN RECHTS,"Berlin?!

Besser ohue die

Junge Alternative.,

[14.30 Kundgebung |

_ Washingtonplatz |","Berlin?! Besser ohue die Junge Alternative., [14.30 Kundgebung | _ Washingtonplatz |"
0226.jpg,simple,Alle Geschlechter willkommen! S+U Schönhauser Allee 13:00 Uhr Barrierearm Maskenblock 08. MÄRZ FEMINISM UNLIMITED DEMONSTRATION,"S+U Salä'?gläau|_fr Allee

==

08.MARZ

FEMINISM

IVL

JD

NEIZWERK

DEMONSTRATION",S+U Salä'?gläau|_fr Allee == 08.MARZ FEMINISM IVL JD NEIZWERK DEMONSTRATION
0227.jpg,fancy,RAUS ZUM FEMINISTISCHEN KAMPFTAG! 8. MÄRZ DEMO 2025 19 UHR CEIJA STOJKA PLATZ 1070 WIEN FÜR EINEN UNIVERSELLEN FEMINISMUS!,"S

FEM!N!S'I'!SCHEN KAMPFTAG!

. MÄRZ DEMO

dı

4i

1070 WIEN

PLATZ

FÜR EINEN

FEMINISMUS !",S FEM!N!S'I'!SCHEN KAMPFTAG! . MÄRZ DEMO dı 4i 1070 WIEN PLATZ FÜR EINEN FEMINISMUS !
0228.jpg,skewed,19.04.2025 Einladung zum Gedenkspaziergang ehm. Zwangsarbeiter*innen-Lager Großmotorenwerk der Daimler- Benz AG in Ludwigsfelde und gemeinsame Gedenkminute am Waldfriedhof,"b

-

19.04.2025

x

N

*

X:

inladung / \

‘a'zum Gädenksp1:iergang}

‘

a

ba

4

x

——

ehm. Zwan

gsarbeiter*innen-Laéer

Großmot

Orenwerk der Daimler- .

BenzA

G in Ludwigsfelde und

Vgemeinsame Gedenkminute..

am Waldfriedhof",b - 19.04.2025 x N * X: inladung / \ ‘a'zum Gädenksp1:iergang} ‘ a ba 4 x —— ehm. Zwan gsarbeiter*innen-Laéer Großmot Orenwerk der Daimler- . BenzA G in Ludwigsfelde und Vgemeinsame Gedenkminute.. am Waldfriedhof
0229.jpg,skewed,WIR BLEIBEN ALLE! POLITISCH MOTIVIERTE ABSCHIEBUNGEN STOPPEN DEMO FR. 18. APRIL 16°° ALEX,"ALL

E'

]

ﬂ rä

STOPPEN

MS

‚w

BE

DE

MO",ALL E' ] ﬂ rä STOPPEN MS ‚w BE DE MO
0230.jpg,fancy,"PROPAGANDA DER YUPPIESCHWEINE PunkRock_Lyrik gegen die Arbeit Donnerstag, 17.04.25, 19:00 Uhr RegenbogenCafé","J

E

vrr

g

4

PunkRock_Lyrik

gegen die Arbeit

Donnerstag,

17.04.25,

19:00 Uhr

RegenbogenCafe","J E vrr g 4 PunkRock_Lyrik gegen die Arbeit Donnerstag, 17.04.25, 19:00 Uhr RegenbogenCafe"
0231.jpg,fancy,"STUDENTISCHE FREIRÄUME UND PROTEST AN DER FU VORTRAG IM ROTEN CAFÉ Di, 15. APRIL AB 18 UHR IHNESTR. 22, KELLER VORTRAG UND DISKUSSION KÜFA UND GETRÄNKE (GEGEN SPENDE) GEGEN IHRE KRIEGE","STUDENTISCHE FRETRÄUME

UNG PROTEST ANDERFÜ

Dl,l

Il.

3

Ar 3. WE

Ü

D

j

U","STUDENTISCHE FRETRÄUME UNG PROTEST ANDERFÜ Dl,l Il. 3 Ar 3. WE Ü D j U"
0232.jpg,skewed,"Save the Date! 13.04.25 15–21 Uhr Diskussion, Basteln, Soli-Merch, Crêpes & Drinks Balkanbrücke Frühlingsevent beim Wagenplatz Lohmühle Lohmühlenstraße 17, 12435 B","13.04.25

15-21 Uhr

4N

Diskussion

«

V

Ol ‘Me‚-

<

Crepes

& Drinks

Balkanbrücke

Fruhlmgsevent

&o

_n",13.04.25 15-21 Uhr 4N Diskussion « V Ol ‘Me‚- < Crepes & Drinks Balkanbrücke Fruhlmgsevent &o _n
0233.jpg,simple,"DEMONSTRATION 15:00 05.04.2025 U-BERNAUERSTRASSE Für eine demokratische Lösung der kurdischen Frage und die Freilassung von Abdullah Öcalan, dem Repräsentanten des kurdischen Volkes.","DEMONSTRATION

15:00

C

\

05.04.2025

D

V

Y

/

U-BERNAUERSTRASSE

LEKEDJiN

Für eine demokratische Lösung der

kurdischen Frage und die Freilassung

von Abdullah Öcalan, dem

Repräsentanten des kurdischen Volkes,","DEMONSTRATION 15:00 C \ 05.04.2025 D V Y / U-BERNAUERSTRASSE LEKEDJiN Für eine demokratische Lösung der kurdischen Frage und die Freilassung von Abdullah Öcalan, dem Repräsentanten des kurdischen Volkes,"
0234.jpg,simple,#TeslaTakedown 5. April - 12 Uhr Kundgebung Tesla Store Wilhelmstr. Berlin,"#TeslaTakedown

5. April - 12 Uhr

PE

Z

Saa ®

:—‚s

Kundgebun

Tesla Store Wilhelmstr.

Berlm

D

Bewegt Politik

AMPAC

ITI",#TeslaTakedown 5. April - 12 Uhr PE Z Saa ® :—‚s Kundgebun Tesla Store Wilhelmstr. Berlm D Bewegt Politik AMPAC ITI
0235.jpg,simple,NEIN ZUM VETERANENTAG antikieg.blackblogs.org Provisorischer anarchistischer Antikriegsrat Berlin INFOTREFFEN / MOBI GEGEN DEN VETERANENTAG information and mobilization for the protest against the first German Veterans Day 3. April 2025 / 20:00 Fischladen Rigaerstr. 83 / 10247 Berlin U-Bhf Samariterstrasse,"A

w

W

NU

%

A

„»®'

NEIN,

ZUM

VETERANENTAG

ant

c| blu(kl:luq> org

Antikr

ra

INFOTREFFEN / MOBI GEGEN

DEN VETERANENTAG

information and mobilization for the protest

against the first German Veterans Day

3. April 2025 / 20:00

Fischladen Rigaerstr

83 / 10247 Berlin

U-Bhf Samariterstrasse","A w W NU % A „»®' NEIN, ZUM VETERANENTAG ant c| blu(kl:luq> org Antikr ra INFOTREFFEN / MOBI GEGEN DEN VETERANENTAG information and mobilization for the protest against the first German Veterans Day 3. April 2025 / 20:00 Fischladen Rigaerstr 83 / 10247 Berlin U-Bhf Samariterstrasse"
0236.jpg,simple,"SOLIDARISCHER STAMMTISCH GEGEN 500 MILLIARDEN KRIEGSKREDITE Diskussion & Abendessen am 1. April ab 19:00 im Maggie, Frankfurter Allee 205","SOLIDARISCHER STAMMTISCH GEGEN

|

| 8

e

P }

C

\\..“

za

i

Diskussion & Abendessen am 1. April ab

9:00 im Maggie, Frankfurter Allee 205","SOLIDARISCHER STAMMTISCH GEGEN | | 8 e P } C \\..“ za i Diskussion & Abendessen am 1. April ab 9:00 im Maggie, Frankfurter Allee 205"
