image,gt_line,ocr_line,CER,WER
0217.jpg,LINKE UKRAINE-SOLIDARITÄT BERLIN,LINKE UKRAINE-SOLDARITAT BERLIN,0.0625,0.3333
0217.jpg,@righttoresistUA,@righitoresistUA,0.0625,1.0
0217.jpg,GERADEDENKEN,GERADEDENKEN,0.0,0.0
0218.jpg,Geradedenken präsentiert:,Geradedenken präsentiert:,0.0,0.0
0218.jpg,CAPTAIN FAIL VS. BÖHMERMANN,,1.0,1.0
0218.jpg,Montag 09.01.2023,Montag 09.01.2023,0.0,0.0
0218.jpg,18:00 Uhr,18.00 Uhr,0.1111,0.5
0218.jpg,Max-Schmeling-Halle,Max-Schmeling-Halle,0.0,0.0
0219.jpg,StraßenFFFest,SiraßenFFlest,0.1538,1.0
0219.jpg,3.9.22,3.922,0.1667,1.0
0219.jpg,14:30 Laufdemo Leopoldplatz,14830 Laufdemo Leopoldplatz,0.037,0.3333
0219.jpg,16-19 Uhr,116-79 Uhr,0.2222,0.5
0219.jpg,Mauerpark,Mauerpark,0.0,0.0
0219.jpg,Straßenfest,Straßenfest,0.0,0.0
0219.jpg,ab 19 Uhr,ab 19 Uhr,0.0,0.0
0219.jpg,Rave in den Abend,Rave in den 'Alsend,0.1765,0.25
0219.jpg,FRIDAYS FOR FUTURE Berlin,,1.0,1.0
0219.jpg,Geradedenken,Geradedenken,0.0,0.0
0220.jpg,2. Antifaschistisches,2. Antifaschistisches,0.0,0.0
0220.jpg,PICKNICK,PICKNICK,0.0,0.0
0220.jpg,Gegen Querdenken,Gegen @uerdenken,0.0625,0.5
0220.jpg,und Rechts,und Rechts,0.0,0.0
0220.jpg,IM MAUERPARK,IM MAUERPARK,0.0,0.0
0220.jpg,06.08,06.08,0.0,0.0
0220.jpg,SAMSTAG,SAMSTAG,0.0,0.0
0220.jpg,ab 14 Uhr,ab 14 Uhr,0.0,0.0
0220.jpg,Musik &,Musik &,0.0,0.0
0220.jpg,Kundgebung,Kundgebung,0.0,0.0
0221.jpg,GEGEN KRIEG,,1.0,1.0
0221.jpg,FASCHISMUS,,1.0,1.0
0221.jpg,UND QUERFRONT,,1.0,1.0
0221.jpg,Kein Platz für Verschwörungsideolog*innen,Kein Platz für Verschwörungsideolog*innen,0.0,0.0
0221.jpg,und ihre rechtsoffene »Friedenskundgebung«,"und ihre rechtsoffene ""Friedenskundgebung<",0.0476,0.25
0221.jpg,auf dem Weißenseer Antonplatz!,auf dem Weißenseer Antonplatz!,0.0,0.0
0221.jpg,DEMO 25.06.22 12³⁰ UHR,,1.0,1.0
0221.jpg,ANTONPLATZ WEISSENSEE,,1.0,1.0
0221.jpg,www.antifa-nordost.org,wwwantifa-nordost.org,0.0455,1.0
0222.jpg,GEGEN SOZIALE,,1.0,1.0
0222.jpg,UNGERECHTIGKEIT,UNGERECHTIGKEIT,0.0,0.0
0222.jpg,UND KRIEG,KRIEG,0.4444,0.5
0222.jpg,DER,DER,0.0,0.0
0222.jpg,KOMMT!,KOMMT!,0.0,0.0
0222.jpg,WEDDING,WEDPING,0.1429,1.0
0222.jpg,QUERDENKEN,,1.0,1.0
0222.jpg,GEHT!,,1.0,1.0
0222.jpg,#b0105wedding,#bo1oswedding,0.2308,1.0
0222.jpg,#SPAZIERSTOP,#SPAZIERSTOP,0.0,0.0
0222.jpg,1. MAI,1 MAI,0.1667,0.5
0222.jpg,13 UHR,13 UHR,0.0,0.0
0222.jpg,NETTELBECKPLATZ,NETTELBECXPLAIZI,0.2,1.0
0222.jpg,DIE LINKE WEDDING | OMAS GEGEN RECHTS | GERADEDENKEN,,1.0,1.0
0222.jpg,KEIN SCHULTERSCHLUSS MIT,KEIN SCHULTERSCHLUSS MIT,0.0,0.0
0222.jpg,RECHTEN & ANTISEMIT:INNEN,RECHTEN & ANTISEMIT :INNEN,0.04,0.6667
0223.jpg,SAMSTAG,SAMSTAG,0.0,0.0
0223.jpg,AB 13:30 UHR,AB 13.30 UHR,0.0833,0.3333
0223.jpg,Querdenken,Qurdenken,0.1,1.0
0223.jpg,VERSENKEN,VERSEVKEN,0.1111,1.0
0223.jpg,AFD,AFD,0.0,0.0
0223.jpg,is a,is,0.5,0.5
0223.jpg,TRAP,TRAP,0.0,0.0
0223.jpg,IM GÖRLI,,1.0,1.0
0223.jpg,EINGANG SKALITZER,LINGANG SKALTITZER,0.1176,1.0
0223.jpg,Omas gegen Rechts | GeradeDenken,,1.0,1.0
0223.jpg,Antiverschwurbelte Aktion,,1.0,1.0
0224.jpg,SPAZIER,SPAZIER,0.0,0.0
0224.jpg,STOP,STOP,0.0,0.0
0224.jpg,Lokal Dezentral,Dezentral,0.4,0.5
0224.jpg,Überall,Überal,0.1429,1.0
0224.jpg,+ Putinfans,Putinfans,0.1818,0.5
0224.jpg,GEGEN QUERDENKEN UND RECHTS,'GEGEI QUERDEOKEO UOD RECHTS,0.1852,0.75
0224.jpg,KASTANIENALLEE/ZIONSKIRCHSTRASSE,KASTANIENALLEE / ZIoNSKIRCHSTRASSE,0.0938,3.0
0224.jpg,"MONTAG, 28.02. 19 UHR","MONTAG, 28.02. 19 UHR",0.0,0.0
0224.jpg,JEDEN MONTAG,,1.0,1.0
0224.jpg,DEMO No 9,,1.0,1.0
0224.jpg,NEUER STANDORT,STANDORT,0.4286,0.5
0225.jpg,Berlin!,Beclin?,0.2857,1.0
0225.jpg,Besser ohne die,Besset obue die,0.2,0.6667
0225.jpg,Junge Alternative.,"Juuge altecuative,",0.2778,1.0
0225.jpg,11.12.21,11.12.21,0.0,0.0
0225.jpg,14.30 Kundgebung,"14,30 Kundgebung",0.0625,0.5
0225.jpg,Washingtonplatz,Washingtonplatz,0.0,0.0
0225.jpg,BERLINER BÜNDNIS GEGEN RECHTS,,1.0,1.0
0226.jpg,Alle Geschlechter willkommen!,,1.0,1.0
0226.jpg,S+U Schönhauser Allee,S#U Schönhauser Allee,0.0476,0.3333
0226.jpg,13:00 Uhr,,1.0,1.0
0226.jpg,Barrierearm,Barrierearm,0.0,0.0
0226.jpg,Maskenblock,Maskenblock,0.0,0.0
0226.jpg,08. MÄRZ,,1.0,1.0
0226.jpg,FEMINISM,FEMINISM,0.0,0.0
0226.jpg,UNLIMITED,UNLMMTED,0.2222,1.0
0226.jpg,DEMONSTRATION,DEMONSTRATION,0.0,0.0
0227.jpg,RAUS ZUM,RAUS ZUM,0.0,0.0
0227.jpg,FEMINISTISCHEN KAMPFTAG!,FEMINISTISCHEN KAMPFTAG !,0.0417,1.0
0227.jpg,8. MÄRZ DEMO,8. MÄRZ DEMO,0.0,0.0
0227.jpg,2025,2025,0.0,0.0
0227.jpg,19 UHR,19 UHR,0.0,0.0
0227.jpg,CEIJA STOJKA PLATZ,GEIJA STOJKA PLATZ,0.0556,0.3333
0227.jpg,1070 WIEN,1070 WIEN,0.0,0.0
0227.jpg,FÜR EINEN UNIVERSELLEN FEMINISMUS!,FUR EINEN UNI ERSELLEN FEMINISMUS !,0.0882,1.25
0228.jpg,19.04.2025,19.04.2025,0.0,0.0
0228.jpg,Einladung,Einladung,0.0,0.0
0228.jpg,zum Gedenkspaziergang,Gedenkspaziergang,0.1905,0.5
0228.jpg,ehm. Zwangsarbeiter*innen-Lager,Zwangsarbeiter*innen-Lager_,0.1935,1.0
0228.jpg,Großmotorenwerk der Daimler-,Großmotorenwerk der Delimleger,0.1786,0.3333
0228.jpg,Benz AG in Ludwigsfelde und,Benz AG in Ludwigsfeldeune,0.0741,0.4
0228.jpg,gemeinsame Gedenkminute,"gemeinsame Gedenkminute ,",0.087,0.5
0228.jpg,am Waldfriedhof,Waldfriedhof,0.2,0.5
0229.jpg,WIR BLEIBEN,BLEIBEN,0.3636,0.5
0229.jpg,ALLE!,ALEX,0.4,1.0
0229.jpg,POLITISCH MOTIVIERTE,,1.0,1.0
0229.jpg,ABSCHIEBUNGEN,ABSCHIEBUNGEN,0.0,0.0
0229.jpg,STOPPEN,STOPPEN,0.0,0.0
0229.jpg,DEMO,DEMO,0.0,0.0
0229.jpg,FR. 18. APRIL,78.APRIL,0.4615,1.0
0229.jpg,16°° ALEX,,1.0,1.0
0230.jpg,PROPAGANDA,FRDPAGANDA,0.2,1.0
0230.jpg,DER,DER,0.0,0.0
0230.jpg,YUPPIESCHWEINE,,1.0,1.0
0230.jpg,PunkRock_Lyrik,PunkRock_Lyrik,0.0,0.0
0230.jpg,gegen die Arbeit,,1.0,1.0
0230.jpg,"Donnerstag, 17.04.25, 19:00 Uhr",,1.0,1.0
0230.jpg,RegenbogenCafé,Regenbcgencafe,0.2143,1.0
0231.jpg,STUDENTISCHE FREIRÄUME,,1.0,1.0
0231.jpg,UND PROTEST AN DER FU,,1.0,1.0
0231.jpg,VORTRAG IM ROTEN CAFÉ,,1.0,1.0
0231.jpg,"Di, 15. APRIL",,1.0,1.0
0231.jpg,AB 18 UHR,,1.0,1.0
0231.jpg,"IHNESTR. 22, KELLER",,1.0,1.0
0231.jpg,VORTRAG UND DISKUSSION,,1.0,1.0
0231.jpg,KÜFA UND GETRÄNKE,Küra uNd GeTRÄNKE,0.3529,1.0
0231.jpg,(GEGEN SPENDE),,1.0,1.0
0231.jpg,GEGEN IHRE KRIEGE,,1.0,1.0
0232.jpg,Save the Date!,Save the Date!,0.0,0.0
0232.jpg,13.04.25,13.04.25,0.0,0.0
0232.jpg,15–21 Uhr,15-21 Uhr,0.1111,0.5
0232.jpg,"Diskussion,","Diskussion,",0.0,0.0
0232.jpg,"Basteln,","Basteln,",0.0,0.0
0232.jpg,"Soli-Merch,","Soli-Merch,",0.0,0.0
0232.jpg,Crêpes,Crepes,0.1667,1.0
0232.jpg,& Drinks,& Drinks,0.0,0.0
0232.jpg,Balkanbrücke,Balkanbrücke,0.0,0.0
0232.jpg,Frühlingsevent,Frühlingsevent,0.0,0.0
0232.jpg,beim Wagenplatz Lohmühle,beim Wagenplatz Lohmüh,0.0833,0.3333
0232.jpg,"Lohmühlenstraße 17, 12435 B",Lonmühlenstraße 17 12435 Bil,0.1481,0.75
0233.jpg,DEMONSTRATION,DEMONSTRATION,0.0,0.0
0233.jpg,15:00,15800,0.2,1.0
0233.jpg,05.04.2025,05.04.2025,0.0,0.0
0233.jpg,U-BERNAUERSTRASSE,U-BERNAUERSIRASSE,0.0588,1.0
0233.jpg,Für eine demokratische Lösung der,Für eine demokratische Lösung der,0.0,0.0
0233.jpg,kurdischen Frage und die Freilassung,kurdischen Frrage und die Freilassung,0.0278,0.2
0233.jpg,"von Abdullah Öcalan, dem","von Abdullah @calan, dem",0.0417,0.25
0233.jpg,Repräsentanten des kurdischen Volkes.,Repräsentanten_des kurdischen Volkes,0.0541,0.75
0234.jpg,#TeslaTakedown,#Teslatakedowin,0.1429,1.0
0234.jpg,5. April - 12 Uhr,,1.0,1.0
0234.jpg,Kundgebung,Kundgebung,0.0,0.0
0234.jpg,Tesla Store Wilhelmstr. Berlin,Tesla Store Willhellmmstr  Berlin,0.1333,0.25
0235.jpg,NEIN ZUM VETERANENTAG,VETERANENTAG,0.4286,0.6667
0235.jpg,antikieg.blackblogs.org,antikrieg-blackblogs-org,0.1304,1.0
0235.jpg,Provisorischer anarchistischer Antikriegsrat Berlin,,1.0,1.0
0235.jpg,INFOTREFFEN / MOBI GEGEN DEN VETERANENTAG,,1.0,1.0
0235.jpg,information and mobilization for the protest against the first German Veterans Day,,1.0,1.0
0235.jpg,3. April 2025 / 20:00,Aprill 2025 / 20:00,0.1905,0.4
0235.jpg,Fischladen Rigaerstr. 83 / 10247 Berlin,,1.0,1.0
0235.jpg,U-Bhf Samariterstrasse,,1.0,1.0
0236.jpg,SOLIDARISCHER STAMMTISCH GEGEN,SOLIDARISCHER STAMMTISCH GEGEN,0.0,0.0
0236.jpg,500 MILLIARDEN,500 MILLIARDEN,0.0,0.0
0236.jpg,KRIEGSKREDITE,KRIEGSKREDITE,0.0,0.0
0236.jpg,Diskussion & Abendessen am 1. April ab,"Diskussion & Abendessen an 1,April ab",0.0789,0.4286
0236.jpg,"19:00 im Maggie, Frankfurter Allee 205",,1.0,1.0
0237.jpg,Kundgebung,Kundgebung,0.0,0.0
0237.jpg,Gerechtigkeit für Cleo!,Gerechtigkeit für Cleo!,0.0,0.0
0237.jpg,Gegen Racial Profiling,Gegen Racial Profiling,0.0,0.0
0237.jpg,und Transmisogynoir!,und Transmisogynoir!,0.0,0.0
0237.jpg,"Mo, 31. März um 12 Uhr",,1.0,1.0
0237.jpg,Justizzentrum Potsdam,Justizzentrum Potsdam,0.0,0.0
0237.jpg,Jägerallee 10-12,,1.0,1.0
0237.jpg,14469 Potsdam,14469 Potsdom,0.0769,0.5
0238.jpg,BLEIBERECHTSKAMPF ABEND,BLEIBERECHTSKXMIPF,0.3478,1.0
0238.jpg,18.00 - 20.00 FLINTA only,,1.0,1.0
0238.jpg,*create a save space* open mic*,,1.0,1.0
0238.jpg,20.00 - 23.00 all gender welcome,,1.0,1.0
0238.jpg,*BANDS*,,1.0,1.0
0238.jpg,*THEM PRETTY SONGS*,,1.0,1.0
0238.jpg,*INTENSIVE SNARE UNIT*,#NTENSINE SNARE UNIT*,0.1364,0.3333
0238.jpg,23.00 - open end,,1.0,1.0
0238.jpg,all gender PARTY,,1.0,1.0
0238.jpg,im CAFE U,,1.0,1.0
0238.jpg,Bernkastelerstr. 78,Besnkastelerst.78,0.1579,1.0
0238.jpg,13088 Berlin,,1.0,1.0
0238.jpg,28.03,A8.00,0.4,1.0
0239.jpg,Vergessene,,1.0,1.0
0239.jpg,Arbeitskämpfe,,1.0,1.0
0239.jpg,PUNK Abend,,1.0,1.0
0239.jpg,Eintritt: 8€,Eintritt:,0.25,0.5
0239.jpg,Roter Salon,,1.0,1.0
0239.jpg,in der,,1.0,1.0
0239.jpg,VOLKSBÜHNE,VOLKSBUANE,0.2,1.0
0239.jpg,Wann: 24.11.,,1.0,1.0
0239.jpg,Wer: LITBARSKI + COLORED MOTH,,1.0,1.0
0239.jpg,21 UHR,,1.0,1.0
0239.jpg,arbeitskaempfe@volksbuehne-berlin.de,arbeitskaempfe@volksbuehne-berlin-de,0.0278,1.0
0240.jpg,#KeinFussbreit!,#KeinFussbreit!,0.0,0.0
0240.jpg,Antisemitismus und,Antisemitismus und,0.0,0.0
0240.jpg,Rassismus töten -,Rassismus töten,0.1176,0.3333
0240.jpg,rechter Terror bedroht,rechter Terror bedroht,0.0,0.0
0240.jpg,unsere Gesellschaft!,unsere Gesellschaft!,0.0,0.0
0240.jpg,Demonstration:,Demonstration:,0.0,0.0
0240.jpg,Sonntag - 13.10.2019 - 13 Uhr,,1.0,1.0
0240.jpg,Bebelplatz - Berlin-Mitte,,1.0,1.0
0240.jpg,unteilbar.org/keinfussbreit,unteilbar org/keinfussbreit,0.037,2.0
0240.jpg,"Foto: Allexkoch, CC BY-SA 4.0","Foto: Allexkoch, CC BY-SA 4.0",0.0,0.0
0241.jpg,Spaziergang mit dem Grundgesetz,[paziergang mit dem Grundgesetz],0.0645,0.5
0241.jpg,19.12.2020,19.12.2020,0.0,0.0
0241.jpg,Rosa-Luxemburg-Platz,Rosa-Luxemburg-Platz,0.0,0.0
0241.jpg,14:30 Uhr,14830 Uhr,0.1111,0.5
0241.jpg,DEMOKRATISCHER WIDERSTAND,,1.0,1.0
0241.jpg,UNTEILBAR,UNTEILBAR,0.0,0.0
0241.jpg,NICHTOHNEUNS,,1.0,1.0
0241.jpg,NICHTOHNEUNS,,1.0,1.0
0241.jpg,Wie immer top hygienisch!,Wie immer top hygienisch!,0.0,0.0
0241.jpg,Der Demokratische Widerstand besteht weiterhin,Demokratische Widerstand besteht weiterhin,0.087,0.2
0241.jpg,* auf die ersten 20 Artikel unserer Verfassung!,aufdie ersten 20 Artikel userer Verfassung!,0.0851,0.5
0241.jpg,* auf die Würde der Alten & der Kranken!,,1.0,1.0
0241.jpg,* auf Beendigung des obrigkeitsstaatlichen Terrors!,auf Beendigung des obrigkeitsstaatlichen Terrors!,0.0392,0.1667
0241.jpg,* auf Beendigung des Notstands-Regimes!,c auf Bcendigung des Notstands-Regimes?,0.0769,0.6
0241.jpg,* auf Wahlen & umfassende Transparenz!,,1.0,1.0
0241.jpg,* auf demokratische Regeln für unser künftiges Wirtschaftssystem!,auf demokratische Regeln für unser künftiges Wirtschaftssystem!,0.0308,0.125
0241.jpg,Anlass? - LOCKDOWN!,"Anlass?""LOCKDOWNI",0.2105,1.0
0242.jpg,SCHAUT NICHT WEG!,SCHAUT HICHT WEG!,0.0588,0.3333
0242.jpg,Stoppt die Nazikampf-,Stoppt die Hazikampt,0.1429,0.3333
0242.jpg,trainings in Weißensee,traininps in Weißensee,0.0455,0.3333
0242.jpg,06.10.2024 DEMO,06.10.2024 DEMO,0.0,0.0
0242.jpg,13 Uhr Antonplatz,12 Uhr Aotonnlatz,0.1765,0.6667
0242.jpg,KEINEN RAUM DEM,KEINEH RAUM DEM,0.0667,0.3333
0242.jpg,III. WEG!,IIL. WEG!,0.1111,0.5
0242.jpg,schautnichtweg.noblogs.org,,1.0,1.0
0242.jpg,schautnichtweg_,schautnichtwen,0.1333,1.0
