image,text,confidence,bbox_tl,bbox_tr,bbox_br,bbox_bl
0075.jpg,7400-783 ,0.4619,"[538, 1058]","[773, 1058]","[773, 1125]","[538, 1125]"
0075.jpg,7406,0.4984,"[539, 1061]","[633, 1061]","[633, 1123]","[539, 1123]"
0049.jpg,Manu,0.7411,"[734, 528]","[937, 528]","[937, 608]","[734, 608]"
0049.jpg,Di. 3112.2024,0.5768,"[108, 866]","[862, 866]","[862, 1012]","[108, 1012]"
0049.jpg,Beginn 20.30 Uhr (Einlass 20 Ubr),0.5231,"[102, 1009]","[968, 1009]","[968, 1088]","[102, 1088]"
0049.jpg,Büirgerhaus Dreieich,0.5338,"[210, 1168]","[835, 1168]","[835, 1259]","[210, 1259]"
0049.jpg,BÜRGERHÄUSER,0.8277,"[874, 1247]","[1002, 1247]","[1002, 1271]","[874, 1271]"
0049.jpg,Fichtestr: 50 | 63303 Dreieich,0.5153,"[209, 1245]","[834, 1245]","[834, 1307]","[209, 1307]"
0049.jpg,BOPPINB,0.9026,"[112.71618654751009, 575.1308229633378]","[671.7089172161935, 531.930599983194]","[669.2838134524899, 701.8691770366622]","[110.29108278380644, 744.069400016806]"
0049.jpg,Tanzratte,0.8155,"[774.2968374460654, 611.0622896979661]","[946.9887542094658, 635.7002670247223]","[939.7031625539346, 674.9377103020339]","[766.0112457905342, 649.2997329752777]"
0049.jpg,i,0.4914,"[164, 754]","[192, 754]","[192, 782]","[164, 782]"
0049.jpg,Kaler,0.4982,"[871, 735]","[941, 735]","[941, 773]","[871, 773]"
0049.jpg,M,0.547,"[883, 1175]","[999, 1175]","[999, 1211]","[883, 1211]"
0049.jpg,Kische,0.4691,"[889.9719194937464, 763.552263139369]","[992.5304734784519, 749.1196391256071]","[997.0280805062536, 787.447736860631]","[893.4695265215481, 801.8803608743929]"
0049.jpg,KR,0.4847,"[873, 1209]","[1003, 1209]","[1003, 1249]","[873, 1249]"
0049.jpg,Ickcls,0.4317,"[219, 1329]","[261, 1329]","[261, 1343]","[219, 1343]"
0049.jpg,(copuslonde,0.5059,"[891, 855]","[995, 855]","[995, 893]","[891, 893]"
0049.jpg,Inlos,0.7567,"[275, 1329]","[307, 1329]","[307, 1343]","[275, 1343]"
0049.jpg,Eintritt: 25 C + VVG | Späteinlass (ab 22.30 Uhr; nur Abendkasse): 15 €,0.4029,"[108, 1103]","[756, 1103]","[756, 1136]","[108, 1136]"
0049.jpg,KU_,0.4015,"[875, 1213]","[931, 1213]","[931, 1249]","[875, 1249]"
0049.jpg,Fichtestr: 50,0.8673,"[210, 1246]","[481, 1246]","[481, 1307]","[210, 1307]"
0049.jpg,63303 Dreieich,0.8715,"[499, 1246]","[832, 1246]","[832, 1307]","[499, 1307]"
0049.jpg,91142024,0.452,"[285, 871]","[863, 871]","[863, 1009]","[285, 1009]"
0012.jpg,caro,0.492,"[683, 91]","[717, 91]","[717, 105]","[683, 105]"
0012.jpg,in Berlin 29,0.9403,"[155, 363]","[385, 363]","[385, 403]","[155, 403]"
0012.jpg,August,1.0,"[403, 365]","[547, 365]","[547, 409]","[403, 409]"
0012.jpg,Parade und Kundgebung fur das Grundgesetz,0.5467,"[155, 397]","[716, 397]","[716, 429]","[155, 429]"
0012.jpg,und eine Basis-Demokratische Wende,0.9639,"[156, 426]","[626, 426]","[626, 452]","[156, 452]"
0012.jpg,Saturday; the 29.8.2020,0.6999,"[153, 466]","[380, 466]","[380, 494]","[153, 494]"
0012.jpg,Berlin invites Europe,0.9999,"[154, 489]","[571, 489]","[571, 542]","[154, 542]"
0012.jpg,Nicht Ohne Uns!,0.9712,"[302, 744]","[635, 744]","[635, 788]","[302, 788]"
0012.jpg,9,0.5133,"[740.5900016855452, 412.01402460895935]","[784.8274601796744, 406.0573314368835]","[805.4099983144548, 569.9859753910406]","[761.1725398203256, 575.9426685631165]"
0012.jpg,9,0.7509,"[600.5368693591791, 591.0359638987467]","[624.5774662926126, 595.4482162913619]","[611.4631306408209, 660.9640361012533]","[587.4225337073874, 655.5517837086381]"
0012.jpg,NICHT,0.9939,"[159, 233]","[203, 233]","[203, 247]","[159, 247]"
0012.jpg,OHNE UNS Lin Berlin 29.August 20202,0.5713,"[202, 230]","[457, 230]","[457, 250]","[202, 250]"
0012.jpg,Bdemo mitbis zu 5.000.000 Teilnehmern,0.4918,"[477, 233]","[727, 233]","[727, 249]","[477, 249]"
0012.jpg,NICHT OHNE UNS!  Europe,0.7377,"[150, 297]","[722, 297]","[722, 374]","[150, 374]"
0012.jpg,in Berlin 29. August,0.9823,"[154, 363]","[548, 363]","[548, 411]","[154, 411]"
0012.jpg,Grof,0.4319,"[455.4929798734366, 231.13806578484224]","[481.9486832980505, 235.68377223398315]","[479.5070201265634, 249.86193421515776]","[453.0513167019495, 245.31622776601685]"
0012.jpg,DESOKRATISCHER,0.4332,"[143, 3]","[815, 3]","[815, 237]","[143, 237]"
0012.jpg,NICHT OHNF UNS,0.6993,"[159, 233]","[275, 233]","[275, 249]","[159, 249]"
0012.jpg,MNSERE,0.4429,"[650.1911248646676, 356.06586167447233]","[754.992301766027, 388.7226499018874]","[741.8088751353324, 426.93413832552767]","[637.007698233973, 395.2773500981126]"
0012.jpg,in Berlin 29. August 20202 GroBdemo mit bis zu 5.000.0OO Teilnehmern,0.4693,"[287, 231]","[727, 231]","[727, 250]","[287, 250]"
0012.jpg,51,0.6129,"[564, 518]","[592, 518]","[592, 550]","[564, 550]"
0012.jpg,A,0.4397,"[206.184182983552, 695.0840783210496]","[275.92840911693844, 715.2466064707241]","[265.815817016448, 750.9159216789504]","[195.07159088306153, 730.7533935292759]"
0006.jpg,DIESTADIT,0.4358,"[129, 137]","[612, 137]","[612, 238]","[129, 238]"
0006.jpg,GESTOHLEN,0.8389,"[0, 264]","[468, 264]","[468, 367]","[0, 367]"
0006.jpg,GEBT_SIE,0.4467,"[52, 427]","[509, 427]","[509, 531]","[52, 531]"
0006.jpg,WIEDER HERI,0.572,"[0, 578]","[612, 578]","[612, 699]","[0, 699]"
0006.jpg,2022/1500 UGR,0.4639,"[200, 700]","[599, 700]","[599, 764]","[200, 764]"
0006.jpg,DEMO GEGEN GENTRIFIZIERUNG,0.8177,"[1, 666]","[600, 666]","[600, 734]","[1, 734]"
0006.jpg,LL,0.7225,"[242, 568]","[355, 568]","[355, 609]","[242, 609]"
0210.jpg,DEIIO 08.03.2024,0.4871,"[113, 514]","[963, 514]","[963, 672]","[113, 672]"
0210.jpg,AFTERPARTY,0.999,"[402, 917]","[687, 917]","[687, 998]","[402, 998]"
0210.jpg,AGINST,0.4836,"[358, 196]","[704, 196]","[704, 340]","[358, 340]"
0210.jpg,PATRIARCHYX,0.6965,"[179, 306]","[922, 306]","[922, 505]","[179, 505]"
0210.jpg,14:00-20:00,0.6888,"[317, 679]","[765, 679]","[765, 769]","[317, 769]"
0210.jpg,START: STRALAUER PLATI,0.5899,"[120, 752]","[969, 752]","[969, 850]","[120, 850]"
0210.jpg,(OSTBAHIHOF),0.6547,"[302, 828]","[778, 828]","[778, 928]","[302, 928]"
0210.jpg,SBLOTURE,0.7275,"[209, 51]","[924, 51]","[924, 282]","[209, 282]"
0204.jpg,1400 Uhr,0.9517,"[48, 60]","[304, 60]","[304, 114]","[48, 114]"
0204.jpg,Friedrichshain,0.8867,"[542, 45]","[1032, 45]","[1032, 107]","[542, 107]"
0204.jpg,Berlin,0.9477,"[616, 148]","[890, 148]","[890, 240]","[616, 240]"
0204.jpg,@S,0.7713,"[186, 434]","[224, 434]","[224, 458]","[186, 458]"
0204.jpg,statt,0.9986,"[551, 494]","[708, 494]","[708, 556]","[551, 556]"
0204.jpg,power,1.0,"[301, 651]","[374, 651]","[374, 678]","[301, 678]"
0204.jpg,Neuwahlen:,0.9999,"[682, 912]","[862, 912]","[862, 944]","[682, 944]"
0204.jpg,tötet,0.9996,"[680, 966]","[764, 966]","[764, 998]","[680, 998]"
0204.jpg,nun,0.9999,"[784, 970]","[850, 970]","[850, 996]","[784, 996]"
0204.jpg,OPEN MIC,0.7461,"[59, 981]","[261, 981]","[261, 1025]","[59, 1025]"
0204.jpg,[optional ANONYM,0.5192,"[282, 972]","[617, 972]","[617, 1036]","[282, 1036]"
0204.jpg,widersetzen!,0.9589,"[682, 992]","[870, 992]","[870, 1024]","[682, 1024]"
0204.jpg,Guppe,0.9646,"[54, 1097]","[115, 1097]","[115, 1134]","[54, 1134]"
0204.jpg,NETZWERK,0.9893,"[464, 1094]","[580, 1094]","[580, 1120]","[464, 1120]"
0204.jpg,Hd QUEERFEM,0.7976,"[369, 1111]","[583, 1111]","[583, 1155]","[369, 1155]"
0204.jpg,dublihe,0.4765,"[734, 1118]","[794, 1118]","[794, 1148]","[734, 1148]"
0204.jpg,ORDNER*INNEN,0.9783,"[141, 1157]","[499, 1157]","[499, 1195]","[141, 1195]"
0204.jpg,UND,0.5844,"[553, 1159]","[651, 1159]","[651, 1195]","[553, 1195]"
0204.jpg,SCIENTIST,0.9052,"[668, 1156]","[802, 1156]","[802, 1186]","[668, 1186]"
0204.jpg,LETZTE,0.9898,"[887, 1155]","[977, 1155]","[977, 1191]","[887, 1191]"
0204.jpg,AWARENESS,0.8518,"[139, 1185]","[419, 1185]","[419, 1223]","[139, 1223]"
0204.jpg,GESUCHT,0.9931,"[433, 1183]","[647, 1183]","[647, 1223]","[433, 1223]"
0204.jpg,GENERATION,0.953,"[887, 1183]","[1045, 1183]","[1045, 1221]","[887, 1221]"
0204.jpg,Forckenbeckplatz,0.9993,"[35, 1251]","[299, 1251]","[299, 1287]","[35, 1287]"
0204.jpg,(Start),0.9777,"[317, 1251]","[423, 1251]","[423, 1281]","[317, 1281]"
0204.jpg,über,0.9997,"[445, 1247]","[528, 1247]","[528, 1286]","[445, 1286]"
0204.jpg,Rigaer ,0.7379,"[545, 1245]","[655, 1245]","[655, 1293]","[545, 1293]"
0204.jpg,sowie,0.9993,"[673, 1249]","[765, 1249]","[765, 1279]","[673, 1279]"
0204.jpg,Frankfurter,0.8828,"[790, 1251]","[968, 1251]","[968, 1281]","[790, 1281]"
0204.jpg,Tor,0.9995,"[990, 1252]","[1042, 1252]","[1042, 1280]","[990, 1280]"
0204.jpg,(Zwischenkundgebung) zum Mariannenplatz (Abschlusskundgebung),0.538,"[37, 1272]","[1040, 1272]","[1040, 1311]","[37, 1311]"
0204.jpg,Neuwahler,0.9416,"[469.49770107825475, 258.01804498774067]","[709.9334459122442, 351.0370214010772]","[683.5022989217453, 410.98195501225933]","[444.0665540877557, 317.9629785989228]"
0204.jpg,erstrecht:,0.9398,"[648.2055214030042, 378.6904906657081]","[873.6730904807177, 355.0465301646585]","[876.7944785969958, 408.3095093342919]","[650.3269095192823, 431.9534698353415]"
0204.jpg,klima,0.9984,"[909.3225418717343, 377.03836847126166]","[1028.9956343945673, 428.77115899257376]","[1006.6774581282657, 476.96163152873834]","[886.0043656054326, 424.22884100742624]"
0204.jpg,reicht;,0.4101,"[226.05217527923597, 425.11391864486745]","[327.9310474273608, 439.2604960285163]","[321.947824720764, 473.88608135513255]","[219.0689525726392, 459.7395039714837]"
0204.jpg,statt,0.9514,"[917.3528998917341, 450.05268933957785]","[1001.9997637260401, 483.95652430732565]","[987.6471001082659, 518.9473106604221]","[902.0002362739599, 485.04347569267435]"
0204.jpg,transfeindlichkeit|,0.9961,"[121.35289989173408, 465.05268933957785]","[403.99936692632843, 496.9288368874319]","[397.64710010826593, 533.9473106604221]","[115.00063307367158, 502.0711631125681]"
0204.jpg,Hetze,0.9996,"[902.3214058935425, 477.04626302286033]","[1004.9899066780708, 521.6824604841228]","[986.6785941064575, 559.9537369771397]","[885.0100933219292, 515.3175395158772]"
0204.jpg,tBcec,0.4374,"[191.11351558564414, 517.0994685768342]","[289.89208422074915, 531.0771346693069]","[283.8864844143559, 568.9005314231658]","[185.10791577925082, 555.9228653306931]"
0204.jpg,sterben,0.5666,"[503.10984978810245, 529.056828347199]","[737.9745712614952, 564.4038827981628]","[725.8901502118975, 620.943171652801]","[490.02542873850484, 585.5961172018372]"
0204.jpg,Forckenbeckplatz,0.9999,"[543, 95]","[1037, 95]","[1037, 159]","[543, 159]"
0204.jpg,16.11.,0.9389,"[36, 108]","[292, 108]","[292, 209]","[36, 209]"
0204.jpg,whata,0.6956,"[305, 1057]","[423, 1057]","[423, 1149]","[305, 1149]"
0204.jpg,BUND,0.9956,"[811, 1101]","[857, 1101]","[857, 1117]","[811, 1117]"
0204.jpg,kämpfen,0.9999,"[515.154696648639, 402.03978447557324]","[787.9461459980591, 448.0169070331803]","[769.845303351361, 525.9602155244268]","[497.05385400194086, 479.9830929668197]"
0204.jpg,TuRe,0.4036,"[917.2820418413822, 1062.133308787594]","[946.0, 1077.0]","[937.7179581586178, 1091.866691212406]","[909.0, 1077.0]"
0204.jpg,Kiios,0.4495,"[917, 1013]","[963, 1013]","[963, 1029]","[917, 1029]"
0204.jpg,Quacrs,0.6555,"[147, 1085]","[201, 1085]","[201, 1099]","[147, 1099]"
0204.jpg,Geaade,0.5036,"[673, 1121]","[727, 1121]","[727, 1137]","[673, 1137]"
0204.jpg,Berli,0.5886,"[829, 1179]","[873, 1179]","[873, 1197]","[829, 1197]"
0204.jpg,8,0.4166,"[612.6574279821265, 758.0196234445007]","[638.5993618606545, 765.4618822646135]","[615.3425720178735, 850.9803765554993]","[589.4006381393455, 843.5381177353865]"
0204.jpg,!,0.7035,"[726, 556]","[750, 556]","[750, 598]","[726, 598]"
0204.jpg,16.,0.6055,"[39, 110]","[182, 110]","[182, 201]","[39, 201]"
0204.jpg,11.,0.6926,"[172.85552115613172, 115.07306501782735]","[296.26876649079725, 133.4464805163516]","[281.1444788438683, 210.92693498217267]","[158.73123350920275, 192.5535194836484]"
0204.jpg,ORDNER*INN,0.6572,"[140, 1156]","[438, 1156]","[438, 1194]","[140, 1194]"
0204.jpg,1,0.8946,"[806, 1162]","[814, 1162]","[814, 1212]","[806, 1212]"
0238.jpg,CAFFE,0.7233,"[544, 178]","[632, 178]","[632, 208]","[544, 208]"
0238.jpg,A8.00,0.8132,"[140, 202]","[202, 202]","[202, 228]","[140, 228]"
0238.jpg,20.00 TLINTA,0.557,"[214, 191]","[362, 191]","[362, 224]","[214, 224]"
0238.jpg,Besnkastelerst.78,0.5884,"[510, 204]","[716, 204]","[716, 236]","[510, 236]"
0238.jpg,epex,0.408,"[292, 332]","[352, 332]","[352, 358]","[292, 358]"
0238.jpg,23.00,0.5717,"[191.98198161801108, 339.78017977981216]","[273.73990565822874, 329.7781501794385]","[276.01801838198895, 355.21982022018784]","[194.26009434177126, 365.2218498205615]"
0238.jpg,BLEIBERECHTSKXMIPF,0.7185,"[91, 59]","[724, 59]","[724, 135]","[91, 135]"
0238.jpg,TEN,0.7861,"[342, 117]","[484, 117]","[484, 171]","[342, 171]"
0238.jpg,Oniy,0.5116,"[371, 201]","[411, 201]","[411, 215]","[371, 215]"
0238.jpg,welcoh,0.9584,"[375, 231]","[445, 231]","[445, 251]","[375, 251]"
0238.jpg,20.00,0.9106,"[116, 244]","[183, 244]","[183, 270]","[116, 270]"
0238.jpg,23.,0.4684,"[203, 243]","[247, 243]","[247, 263]","[203, 263]"
0238.jpg,all,0.9034,"[262, 350]","[294, 350]","[294, 376]","[262, 376]"
0238.jpg,PARTY,0.4643,"[298, 366]","[368, 366]","[368, 394]","[298, 394]"
0238.jpg,28@,0.952,"[98, 637]","[314, 637]","[314, 724]","[98, 724]"
0238.jpg,open,0.5179,"[334.8375236125618, 220.37253305758654]","[382.73648628424894, 216.00772212328633]","[384.1624763874382, 237.62746694241346]","[337.26351371575106, 241.99227787671367]"
0238.jpg,20.,0.983,"[219, 205]","[255, 205]","[255, 223]","[219, 223]"
0238.jpg,23.00 all_,0.7306,"[202, 234]","[308, 234]","[308, 264]","[202, 264]"
0238.jpg,m,0.7434,"[603, 165]","[637, 165]","[637, 181]","[603, 181]"
0238.jpg,78,0.9338,"[682, 208]","[718, 208]","[718, 238]","[682, 238]"
0238.jpg,Er,0.6094,"[353, 333]","[375, 333]","[375, 349]","[353, 349]"
0238.jpg,#NTENSINE SNARE UNIT*,0.5579,"[141, 288]","[410, 288]","[410, 321]","[141, 321]"
0238.jpg,BLEIBER,0.4403,"[93, 63]","[349, 63]","[349, 125]","[93, 125]"
0238.jpg,0,0.8453,"[646, 176]","[680, 176]","[680, 208]","[646, 208]"
0238.jpg,SOngs*,0.4417,"[281, 262]","[384, 262]","[384, 298]","[281, 298]"
0238.jpg,TKEM,0.5511,"[138, 280]","[202, 280]","[202, 304]","[138, 304]"
0238.jpg,43 088,0.6744,"[514, 230]","[588, 230]","[588, 254]","[514, 254]"
0238.jpg,ECHTSMXMPF,0.4384,"[335, 57]","[726, 57]","[726, 137]","[335, 137]"
0166.jpg,"Clubcommlssion Office Brückenstraße ],",0.59,"[40, 815]","[1012, 815]","[1012, 911]","[40, 911]"
0166.jpg,CLUB CULTURE HUB,0.98,"[630, 1242]","[1011, 1242]","[1011, 1311]","[630, 1311]"
0166.jpg,WORKSHOP:,0.9907,"[29, 199]","[492, 199]","[492, 323]","[29, 323]"
0166.jpg,HOW TO KULTURFÖRDERUNC,0.4651,"[27, 319]","[1047, 319]","[1047, 451]","[27, 451]"
0166.jpg,WITH KAROLINE LUCKS,0.8884,"[50, 578]","[590, 578]","[590, 656]","[50, 656]"
0166.jpg,"12.08,.25 16-19",0.5578,"[40, 732]","[378, 732]","[378, 810]","[40, 810]"
0166.jpg,10179 Berlin,0.7608,"[40, 908]","[332, 908]","[332, 986]","[40, 986]"
0166.jpg,CLUBCOMMISSION,0.6286,"[35, 1249]","[381, 1249]","[381, 1309]","[35, 1309]"
0172.jpg,0,0.7334,"[124, 2]","[154, 2]","[154, 42]","[124, 42]"
0172.jpg,[Stacdlauf,0.4368,"[354, 16]","[1080, 16]","[1080, 180]","[354, 180]"
0172.jpg,STÄRKE ZEIGEN,0.9323,"[509, 566]","[892, 566]","[892, 609]","[509, 609]"
0172.jpg,GEMEINSAM,0.9984,"[489, 633]","[768, 633]","[768, 683]","[489, 683]"
0172.jpg,GEGEN,0.9964,"[797, 635]","[953, 635]","[953, 679]","[797, 679]"
0172.jpg,GEWAGT,0.728,"[491, 675]","[675, 675]","[675, 717]","[491, 717]"
0172.jpg,AN,0.6958,"[689, 675]","[761, 675]","[761, 717]","[689, 717]"
0172.jpg,FRAUEN,0.9988,"[773, 675]","[953, 675]","[953, 717]","[773, 717]"
0172.jpg,6 km,0.8682,"[367, 724]","[468, 724]","[468, 766]","[367, 766]"
0172.jpg,2016,0.7643,"[971, 723]","[1079, 723]","[1079, 765]","[971, 765]"
0172.jpg,177 Ubr,0.5562,"[945, 767]","[1080, 767]","[1080, 811]","[945, 811]"
0172.jpg,Markiplaiz,0.4569,"[362, 812]","[576, 812]","[576, 862]","[362, 862]"
0172.jpg,16 September,0.48,"[806, 812]","[1080, 812]","[1080, 862]","[806, 862]"
0172.jpg,Wwwhanauerstadtlaufsde,0.6956,"[471, 869]","[977, 869]","[977, 909]","[471, 909]"
0172.jpg,GoODYEAR DUNLOP,0.524,"[618, 924]","[884, 924]","[884, 948]","[618, 948]"
0172.jpg,BARMeR,0.4517,"[906, 920]","[1028, 920]","[1028, 948]","[906, 948]"
0172.jpg,upicore,0.5792,"[457, 940]","[570, 940]","[570, 994]","[457, 994]"
0172.jpg,AHSB,0.4489,"[792, 952]","[848, 952]","[848, 978]","[792, 978]"
0172.jpg,ISWH,0.6759,"[675, 969]","[763, 969]","[763, 1009]","[675, 1009]"
0172.jpg,Krciswcrkg,0.4615,"[845, 999]","[905, 999]","[905, 1013]","[845, 1013]"
0172.jpg,MKK,0.6743,"[497, 1009]","[558, 1009]","[558, 1035]","[497, 1035]"
0172.jpg,8*00*00,0.5524,"[120, 0]","[282, 0]","[282, 52]","[120, 52]"
0172.jpg,Stauf in,0.6113,"[130, 403]","[198, 403]","[198, 432]","[130, 432]"
0172.jpg,STARKE ZEIGEN,0.4441,"[129, 477]","[211, 477]","[211, 493]","[129, 493]"
0172.jpg,STÄRKE,0.9918,"[508, 558]","[698, 558]","[698, 610]","[508, 610]"
0172.jpg,ZEIGEN,0.998,"[710, 566]","[894, 566]","[894, 608]","[710, 608]"
0172.jpg,Hanau,0.9983,"[365, 771]","[493, 771]","[493, 809]","[365, 809]"
0172.jpg,Stadtwerke Hanau,0.7548,"[627, 1001]","[761, 1001]","[761, 1019]","[627, 1019]"
0172.jpg,Markts,0.9421,"[123, 105]","[163, 105]","[163, 119]","[123, 119]"
0172.jpg,GEK,0.9999,"[906, 942]","[966, 942]","[966, 968]","[906, 968]"
0172.jpg,AN FRAUEN,0.9695,"[689, 673]","[953, 673]","[953, 717]","[689, 717]"
0172.jpg,GALERIA,0.4203,"[949, 993]","[991, 993]","[991, 1011]","[949, 1011]"
0172.jpg,6,0.8046,"[365, 1023]","[395, 1023]","[395, 1041]","[365, 1041]"
0172.jpg,Soonkrci Mon-Kazack,0.5371,"[709, 1059]","[839, 1059]","[839, 1075]","[709, 1075]"
0172.jpg,1,0.7078,"[194.54697301067944, 423.0519839459216]","[212.37769478730024, 419.0359871060387]","[224.45302698932056, 469.9480160540784]","[206.62230521269976, 474.9640128939613]"
0172.jpg,5:,0.4022,"[633, 677]","[733, 677]","[733, 715]","[633, 715]"
0172.jpg,d,0.7978,"[958.1425070742874, 1049.4855042445724]","[979.845488903031, 1046.466007008612]","[981.8574929257126, 1056.5144957554276]","[959.154511096969, 1059.533992991388]"
0199.jpg,RECHTEN MARSCH,0.9523,"[6, 0]","[850, 0]","[850, 112]","[6, 112]"
0199.jpg,DURCHMITTE,0.5048,"[1, 88]","[630, 88]","[630, 214]","[1, 214]"
0199.jpg,SAMSTAG 22.02.25,0.5307,"[7, 199]","[455, 199]","[455, 265]","[7, 265]"
0199.jpg,AFD,0.6418,"[42, 658]","[80, 658]","[80, 686]","[42, 686]"
0199.jpg,FÜR EINE VIELFÄLTIGE,0.9498,"[0, 746]","[378, 746]","[378, 798]","[0, 798]"
0199.jpg,UND SOLIDARISCHE GESELLSCHAFT!,0.6402,"[0, 790]","[622, 790]","[622, 842]","[0, 842]"
0199.jpg,STOPPEN!,0.8485,"[419.698414177725, 296.19048506635]","[804.3369652507052, 150.78579164469863]","[832.301585822275, 263.80951493365]","[447.6630347492948, 409.21420835530137]"
0199.jpg,SCHIFFBAUERDAMM 1,0.998,"[6, 252]","[386, 252]","[386, 306]","[6, 306]"
0199.jpg,AB 11:30 UHR,0.5303,"[8, 298]","[248, 298]","[248, 348]","[8, 348]"
0199.jpg,58,0.4675,"[369, 799]","[419, 799]","[419, 835]","[369, 835]"
0198.jpg,ZEITT ZU HANDELN,0.4337,"[86, 37]","[1007, 37]","[1007, 130]","[86, 130]"
0198.jpg,AFD-WAHLPARTY STÖRENI,0.6235,"[85, 123]","[1007, 123]","[1007, 209]","[85, 209]"
0198.jpg,A,0.9707,"[633, 289]","[675, 289]","[675, 327]","[633, 327]"
0198.jpg,"SONNTAG, 23.2",0.9006,"[558, 633]","[979, 633]","[979, 697]","[558, 697]"
0198.jpg,WAHLTAGPROTEST,0.9941,"[91, 703]","[1005, 703]","[1005, 795]","[91, 795]"
0198.jpg,15.30 UHR SAMMELPUNKT,0.8053,"[82, 796]","[1006, 796]","[1006, 862]","[82, 862]"
0198.jpg,Eingang Gesundbrunnen Center,0.9901,"[81, 853]","[1006, 853]","[1006, 934]","[81, 934]"
0198.jpg,antifaschistisch - queerfeministisch . klimagerecht,0.5856,"[81, 944]","[1002, 944]","[1002, 1000]","[81, 1000]"
0198.jpg,antirassistisch,0.9997,"[85, 989]","[460, 989]","[460, 1033]","[85, 1033]"
0198.jpg,klassenkämpferisch,0.9997,"[502, 988]","[1004, 988]","[1004, 1040]","[502, 1040]"
0198.jpg,FC,0.9207,"[637.9153477109068, 255.11906469908024]","[714.7496289497319, 268.4376220560093]","[706.0846522890932, 309.88093530091976]","[629.2503710502681, 296.5623779439907]"
0198.jpg,1l,0.6102,"[455, 397]","[569, 397]","[569, 587]","[455, 587]"
0198.jpg,15.30,0.9312,"[85, 799]","[283, 799]","[283, 859]","[85, 859]"
0198.jpg,UHR SAMMELPUNKT,0.8443,"[298, 799]","[1007, 799]","[1007, 861]","[298, 861]"
0198.jpg,9,0.4602,"[762.144640442432, 464.2942741236735]","[840.8078999861938, 401.02333023884773]","[934.855359557568, 539.7057258763265]","[855.1921000138062, 601.9766697611523]"
0198.jpg,ZEIT ZU,0.6219,"[87, 39]","[483, 39]","[483, 129]","[87, 129]"
0198.jpg,HANDELN,0.9999,"[507, 39]","[1005, 39]","[1005, 129]","[507, 129]"
0173.jpg,DEMONSTRATION,0.9992,"[422, 286]","[1052, 286]","[1052, 360]","[422, 360]"
0173.jpg,FUR DIE,0.959,"[422, 360]","[698, 360]","[698, 432]","[422, 432]"
0173.jpg,AUFNAHME DER,0.8198,"[426, 432]","[968, 432]","[968, 510]","[426, 510]"
0173.jpg,MENSCHEN,0.872,"[422, 510]","[816, 510]","[816, 582]","[422, 582]"
0173.jpg,AN DER POLNISCH,0.987,"[425, 584]","[1036, 584]","[1036, 653]","[425, 653]"
0173.jpg,BELARUSSISCHEN,0.8882,"[425, 655]","[1031, 655]","[1031, 723]","[425, 723]"
0173.jpg,GRENZEI,0.9112,"[425, 725]","[719, 725]","[719, 793]","[425, 793]"
0173.jpg,14 NOVEMBER,0.9919,"[420, 814]","[726, 814]","[726, 864]","[420, 864]"
0173.jpg,14 UHR,0.6136,"[420, 858]","[578, 858]","[578, 908]","[420, 908]"
0173.jpg,BRANDENBURGER TOR,0.9967,"[422, 904]","[916, 904]","[916, 954]","[422, 954]"
0173.jpg,0,0.9991,"[607, 45]","[667, 45]","[667, 151]","[607, 151]"
0173.jpg,"0 ,",0.4561,"[614.8183439667715, 16.038828294926454]","[790.9569636398882, 53.670815682475975]","[754.1816560332285, 203.96117170507355]","[577.0430363601118, 165.32918431752404]"
0167.jpg,BIM,0.5066,"[11, 21]","[166, 21]","[166, 102]","[11, 102]"
